Phone_Number,State,Account_Length,Area_Code,International_Plan,Voice_Mail_Plan,Number_Vmail_Messages,Total_Day_Minutes,Total_Day_Calls,Total_Day_Charge,Total_Eve_Minutes,Total_Eve_Calls,Total_Eve_Charge,Total_Night_Minutes,Total_Night_Calls,Total_Night_Charge,Total_Intl_Minutes,Total_Intl_Calls,Total_Intl_Charge,Customer_Service_Calls,Churn
337-9345,LA,93,C415,No,No,0,179.3,93,30.48,178.6,98,15.18,225.2,131,10.13,11.5,6,3.11,3,No
328-6770,FL,93,C415,No,No,0,151.4,89,25.74,186.4,76,15.84,172.5,120,7.76,10.9,3,2.94,0,No
380-7321,FL,120,C415,No,No,0,180,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,No
375-1476,MD,136,C415,No,No,0,250.2,121,42.53,267.1,118,22.7,151,114,6.8,13,2,3.51,1,Yes
356-1567,AL,106,C415,No,No,0,223,121,37.91,110.1,98,9.36,188.7,107,8.49,7.1,12,1.92,0,No
422-6685,WA,81,C415,No,No,0,183.6,116,31.21,152.6,98,12.97,212.2,99,9.55,12.2,6,3.29,3,No
336-1090,TN,127,C408,No,Yes,22,166,114,28.22,174.5,103,14.83,244.9,68,11.02,10.2,6,2.75,1,No
343-2095,MS,65,C415,No,No,0,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,No
345-3934,ME,35,C408,No,No,0,149.3,113,25.38,242.2,122,20.59,174.3,104,7.84,8.9,6,2.4,2,No
338-8050,OK,88,C408,No,No,0,65.4,97,11.12,168.2,76,14.3,236,113,10.62,13.8,1,3.73,2,No
388-9568,IN,65,C415,No,No,0,213.4,111,36.28,234.5,94,19.93,250.1,123,11.25,2.7,4,0.73,1,No
402-6591,MO,123,C415,No,No,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,No
403-6419,IA,126,C408,No,Yes,27,186.2,78,31.65,189.6,83,16.12,76.5,139,3.44,9.6,3,2.59,2,No
386-9790,VA,104,C415,No,Yes,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,No
378-5692,KY,45,C415,No,Yes,22,196.6,84,33.42,313.2,92,26.62,163.3,108,7.35,11.9,3,3.21,0,No
360-3324,MD,93,C408,Yes,No,0,312,109,53.04,129.4,100,11,217.6,74,9.79,10.5,2,2.84,0,Yes
410-3719,OH,63,C415,Yes,Yes,36,199,110,33.83,291.3,111,24.76,197.6,92,8.89,11,6,2.97,1,No
352-4221,OK,100,C415,No,No,0,203.1,96,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,3,No
327-6179,NV,53,C415,No,No,0,168.8,97,28.7,220.3,87,18.73,154.3,113,6.94,10.9,2,2.94,0,No
359-6196,ID,92,C415,Yes,No,0,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9,5,2.43,1,No
374-9107,MN,139,C510,No,No,0,134.4,106,22.85,211.3,98,17.96,193.6,125,8.71,10.2,2,2.75,5,Yes
357-4078,SD,110,C408,No,Yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9,9,2.43,2,No
366-5780,IL,110,C408,No,No,0,74.5,117,12.67,200.8,98,17.07,192.2,101,8.65,9.8,7,2.65,3,No
393-9619,WY,215,C510,No,No,0,83.6,148,14.21,120.9,91,10.28,226.6,110,10.2,10.7,9,2.89,0,No
355-9295,AL,73,C415,No,No,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,No
400-5751,NJ,138,C510,No,No,0,220.2,89,37.43,88.3,125,7.51,195.3,79,8.79,12.9,5,3.48,0,No
338-1027,NV,137,C415,Yes,No,0,135.1,95,22.97,134.1,102,11.4,223.1,81,10.04,12.3,2,3.32,2,Yes
405-8867,IN,36,C415,No,No,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1,No
336-5616,WV,85,C408,No,No,0,225,81,38.25,176.9,63,15.04,194.3,110,8.74,7.1,2,1.92,3,No
335-1697,VA,108,C408,No,No,0,198.5,99,33.75,267.8,60,22.76,354.9,75,15.97,9.4,3,2.54,0,Yes
331-5138,SC,22,C408,No,No,0,110.3,107,18.75,166.5,93,14.15,202.3,96,9.1,9.5,5,2.57,0,No
385-8240,RI,107,C415,No,Yes,37,60,102,10.2,102.2,80,8.69,261.8,106,11.78,11.1,3,3,0,No
348-1359,IN,51,C510,No,No,0,214.8,94,36.52,149.7,58,12.72,283.4,66,12.75,10.2,5,2.75,0,No
354-7339,AZ,94,C408,No,No,0,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,No
349-1687,NM,119,C510,No,Yes,23,154,114,26.18,278,137,23.63,228.4,112,10.28,11.8,4,3.19,2,No
380-2558,OR,33,C415,No,Yes,29,157.4,99,26.76,117.9,80,10.02,279.2,79,12.56,13.9,11,3.75,4,Yes
365-2153,NJ,106,C415,No,No,0,207.9,91,35.34,172,109,14.62,191.8,143,8.63,14.4,7,3.89,4,No
345-6043,MS,82,C408,No,No,0,207,90,35.19,232.9,83,19.8,172.4,108,7.76,9.1,8,2.46,3,No
349-2808,MI,86,C510,No,Yes,41,119,101,20.23,230,134,19.55,236.9,58,10.66,9.5,3,2.57,0,No
411-1715,TX,97,C415,Yes,No,0,143.7,117,24.43,273,82,23.21,178.3,81,8.02,10.9,3,2.94,0,No
385-2488,FL,106,C408,No,Yes,32,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,No
377-7177,DC,108,C510,No,No,0,138.6,122,23.56,172.3,117,14.65,231.6,92,10.42,9.8,3,2.65,1,No
342-1099,TX,114,C415,No,No,0,84.7,118,14.4,249.9,86,21.24,193.4,95,8.7,14.5,8,3.92,1,No
386-4170,KS,92,C408,Yes,No,0,62.6,111,10.64,180.6,126,15.35,221.7,80,9.98,10.4,2,2.81,1,Yes
413-1269,UT,59,C510,No,No,0,155.2,79,26.38,235.3,123,20,169.4,80,7.62,8.7,4,2.35,1,No
396-4460,MN,24,C510,No,Yes,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,No
334-2730,IL,151,C408,No,No,0,134.5,88,22.87,143.1,112,12.16,223.9,61,10.08,15.4,1,4.16,1,No
340-3182,NM,117,C415,No,No,0,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,No
377-8608,SC,78,C510,No,No,0,168.3,110,28.61,221.2,73,18.8,241,136,10.85,12.5,1,3.38,1,No
417-3676,NC,155,C408,No,No,0,262.4,55,44.61,194.6,113,16.54,146.5,85,6.59,8.3,6,2.24,2,No
417-6774,WV,114,C510,No,Yes,30,206.2,79,35.05,260,91,22.1,291.6,83,13.12,11.4,6,3.08,1,No
411-9554,RI,114,C510,No,Yes,28,225.8,94,38.39,193,117,16.41,232.4,100,10.46,8.4,9,2.27,4,No
420-3192,NH,119,C408,No,No,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,No
389-1475,MO,64,C510,No,Yes,48,94.4,104,16.05,136.2,101,11.58,147.4,89,6.63,4.5,4,1.22,0,No
343-7734,MA,118,C408,Yes,No,0,160,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2,No
410-3390,PA,101,C415,No,No,0,206.6,105,35.12,224.9,117,19.12,249.9,100,11.25,14.6,3,3.94,0,No
344-6495,OK,117,C415,No,No,0,134.7,121,22.9,180,83,15.3,200.9,104,9.04,7.7,3,2.08,1,No
331-6229,AL,49,C415,No,Yes,28,214.4,78,36.45,235.2,100,19.99,206.2,107,9.28,8,13,2.16,3,No
337-7501,WY,139,C415,No,No,0,192.8,104,32.78,234.4,96,19.92,203.2,101,9.14,13,3,3.51,3,No
339-9631,PA,92,C408,No,Yes,28,151.1,90,25.69,194.8,79,16.56,239.2,114,10.76,10,3,2.7,1,No
369-4384,WA,83,C415,No,No,0,221.4,103,37.64,231.8,103,19.7,122.5,100,5.51,9.8,5,2.65,3,No
416-3915,HI,148,C510,Yes,No,0,218.9,88,37.21,208,85,17.68,203.3,99,9.15,11.1,4,3,0,No
339-3049,SD,144,C408,No,Yes,48,189.8,96,32.27,123.4,67,10.49,214.2,106,9.64,6.5,2,1.76,2,Yes
361-7998,AL,131,C415,No,Yes,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,No
355-4842,VT,146,C510,Yes,No,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,No
387-6440,MT,143,C415,No,No,0,172.3,97,29.29,174,108,14.79,188.2,119,8.47,13,4,3.51,2,No
369-2625,MN,81,C415,No,No,0,198.4,93,33.73,210.9,108,17.93,193.3,71,8.7,10.4,6,2.81,2,No
389-7073,AK,48,C415,No,Yes,37,211.7,115,35.99,159.9,84,13.59,144.1,80,6.48,12.2,1,3.29,1,No
370-8463,MI,86,C415,No,Yes,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9,2,2.43,1,No
362-7318,DE,71,C415,No,No,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,No
412-1194,SD,145,C408,No,Yes,24,147.5,90,25.08,175.7,108,14.93,252.1,102,11.34,15.6,3,4.21,2,No
355-9508,MI,137,C510,No,No,0,206.4,122,35.09,128,102,10.88,194.5,84,8.75,8.8,5,2.38,2,No
352-8202,KS,137,C408,No,No,0,205.9,88,35,209.3,86,17.79,289.9,84,13.05,14.5,4,3.92,2,No
335-5882,AL,167,C510,No,No,0,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,No
352-6976,OK,89,C510,No,No,0,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,Yes
393-6733,CT,199,C415,No,Yes,34,230.6,121,39.2,219.4,99,18.65,299.3,94,13.47,8,2,2.16,0,No
335-1838,NE,132,C510,No,No,0,99.5,110,16.92,129.1,80,10.97,125.1,124,5.63,9.7,3,2.62,0,No
355-6930,WI,94,C510,No,No,0,177.1,112,30.11,194,112,16.49,146.7,108,6.6,5.9,4,1.59,1,No
387-5860,CT,96,C415,No,Yes,37,172.7,93,29.36,120.1,116,10.21,216.1,86,9.72,10.3,5,2.78,5,Yes
343-2605,WI,96,C510,No,Yes,18,172.7,86,29.36,133.4,113,11.34,259.5,70,11.68,9.8,3,2.65,1,No
350-6759,IN,166,C510,No,No,0,204.2,115,34.71,179.9,152,15.29,216.8,109,9.76,9.5,5,2.57,1,No
371-1514,DC,74,C415,No,No,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2,No
346-9317,AR,36,C415,No,No,0,157.6,117,26.79,184.3,58,15.67,240.4,99,10.82,11.9,1,3.21,0,No
398-4313,ME,113,C415,No,No,0,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,No
412-4399,MN,94,C415,No,No,0,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,No
330-1835,MD,67,C415,No,No,0,171.7,80,29.19,110.4,81,9.38,195.4,111,8.79,11.9,4,3.21,2,No
416-1676,FL,127,C415,No,No,0,266.6,106,45.32,264.8,168,22.51,207.2,119,9.32,5.9,2,1.59,1,Yes
329-7347,RI,121,C408,No,No,0,170.4,108,28.97,350.5,68,29.79,297,87,13.37,11.2,3,3.02,0,Yes
360-6868,IA,158,C415,No,No,0,158,106,26.86,292.5,114,24.86,241.1,89,10.85,9.1,4,2.46,1,No
405-6641,AZ,136,C510,No,No,0,92,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,No
393-2373,MO,196,C415,No,No,0,234,109,39.78,249.5,114,21.21,173.1,70,7.79,9.1,5,2.46,2,No
419-1714,VT,113,C415,No,No,0,272.1,111,46.26,268.5,118,22.82,213.8,105,9.62,8.5,10,2.3,1,Yes
336-3819,IN,122,C408,No,No,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,Yes
341-3464,RI,112,C510,No,No,0,194.4,101,33.05,190.3,82,16.18,183.4,107,8.25,11.4,2,3.08,0,No
413-5310,SD,209,C415,No,No,0,227.2,128,38.62,258.4,92,21.96,183.5,74,8.26,8.9,4,2.4,3,No
366-7912,MN,62,C415,No,No,0,248.7,109,42.28,220,118,18.7,265.7,78,11.96,13.2,2,3.56,1,Yes
399-8845,TX,110,C415,No,Yes,38,236.3,102,40.17,195.9,112,16.65,183.5,82,8.26,9.7,6,2.62,1,No
368-2583,VA,16,C510,No,No,0,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,No
360-6309,MA,73,C408,No,No,0,94.1,136,16,280.3,122,23.83,205,77,9.23,9.8,4,2.65,0,No
359-5890,ID,128,C408,No,No,0,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,No
332-2462,MA,39,C408,No,No,0,60.4,158,10.27,306.2,120,26.03,123.9,46,5.58,12.4,3,3.35,1,No
381-9196,GA,103,C415,No,Yes,28,121,105,20.57,270.4,100,22.98,160.5,76,7.22,7.7,4,2.08,2,No
329-3222,RI,119,C415,No,Yes,29,117.8,66,20.03,256.8,114,21.83,147.6,76,6.64,7.6,3,2.05,3,No
363-5819,ID,173,C510,No,Yes,21,232.4,96,39.51,211.9,118,18.01,273,102,12.29,5,5,1.35,3,No
413-9269,SD,128,C510,Yes,Yes,32,223.5,81,38,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,Yes
330-7483,MA,86,C510,No,No,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,No
403-7775,WY,114,C415,No,Yes,32,125.2,79,21.28,177.8,105,15.11,232.4,89,10.46,12.9,3,3.48,1,No
360-2479,VA,104,C408,No,No,0,138.7,107,23.58,256.9,113,21.84,234.9,74,10.57,10,3,2.7,0,No
394-3791,OR,148,C415,No,No,0,86.3,134,14.67,246.6,92,20.96,251.6,91,11.32,11.3,4,3.05,1,No
384-2632,VA,129,C408,No,No,0,207,91,35.19,154.9,121,13.17,245.1,112,11.03,13.4,5,3.62,3,No
359-8466,ME,100,C510,No,Yes,30,58.8,104,10,219.5,107,18.66,152.3,118,6.85,7.1,3,1.92,0,No
331-8909,AL,121,C408,No,Yes,35,68.7,95,11.68,209.2,69,17.78,197.4,42,8.88,11.4,4,3.08,1,No
359-5160,GA,143,C408,No,Yes,33,239.2,109,40.66,235.5,112,20.02,156.3,95,7.03,9.5,4,2.57,1,No
330-9833,IA,76,C510,No,No,0,198.3,130,33.71,217.1,86,18.45,188.4,96,8.48,12.5,3,3.38,0,No
362-2314,AZ,158,C510,No,No,0,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,No
338-8478,FL,116,C510,No,No,0,192.1,98,32.66,312.9,135,26.6,130.2,94,5.86,7.9,2,2.13,3,No
387-5453,MT,54,C415,No,No,0,272.6,83,46.34,248.7,74,21.14,197.4,111,8.88,9.5,2,2.57,1,Yes
380-3437,AL,86,C415,No,No,0,128.3,121,21.81,197.1,93,16.75,138.4,152,6.23,12.2,5,3.29,7,Yes
365-8779,DE,108,C510,No,No,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0,No
407-2750,MT,66,C510,No,No,0,201.3,95,34.22,152.8,66,12.99,233.2,101,10.49,7.5,4,2.03,1,No
396-8265,KY,151,C408,No,Yes,17,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,No
397-4304,SC,99,C510,No,No,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0,No
333-2611,WA,55,C415,No,No,0,194.1,121,33,176.6,110,15.01,302.8,136,13.63,7,7,1.89,2,No
409-8814,OR,77,C510,No,No,0,233.8,104,39.75,266.5,94,22.65,212.7,104,9.57,7.6,3,2.05,2,No
336-5406,AK,78,C408,No,No,0,225.1,67,38.27,199.2,127,16.93,175.5,102,7.9,14.6,2,3.94,0,No
343-6940,GA,89,C415,No,No,0,213,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,Yes
361-9923,MN,101,C415,No,No,0,183.9,115,31.26,255.9,101,21.75,275,145,12.38,10.8,11,2.92,1,No
350-6639,IL,44,C415,No,Yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,No
376-4300,IN,98,C408,No,Yes,21,64.6,98,10.98,176.1,86,14.97,244.8,84,11.02,0,0,0,2,No
349-6567,SC,64,C510,No,Yes,37,154.6,92,26.28,83.4,103,7.09,165.9,99,7.47,13.3,3,3.59,1,No
333-7749,VA,141,C415,No,No,0,260.2,131,44.23,179.2,120,15.23,135,119,6.08,7.2,8,1.94,3,No
408-6089,WI,81,C415,No,Yes,33,161.6,117,27.47,123,90,10.46,261.3,101,11.76,12.2,5,3.29,1,No
375-2165,VT,162,C510,No,No,0,220.6,117,37.5,155.2,121,13.19,186.7,89,8.4,10.5,11,2.84,1,No
400-6999,AZ,83,C415,No,Yes,41,155.9,122,26.5,162.3,107,13.8,127.6,105,5.74,13.1,5,3.54,3,No
420-7823,FL,100,C510,No,No,0,107,63,18.19,105.7,67,8.98,243.1,74,10.94,12.8,3,3.46,4,Yes
366-5241,AK,59,C510,No,No,0,182.5,104,31.03,204.7,95,17.4,229.9,100,10.35,11.3,8,3.05,4,No
413-3412,AR,179,C415,Yes,Yes,38,220.1,78,37.42,234.3,71,19.92,237.3,85,10.68,10.1,4,2.73,4,No
406-2752,AR,79,C408,No,No,0,152.2,112,25.87,177.2,132,15.06,96.4,87,4.34,5.3,3,1.43,1,No
337-8078,AK,117,C415,No,No,0,181.5,95,30.86,205.1,88,17.43,204,82,9.18,14.7,9,3.97,2,No
402-1942,MS,64,C408,Yes,No,0,236.2,77,40.15,218.6,85,18.58,194.1,97,8.73,13.2,2,3.56,2,Yes
371-7917,ME,31,C415,No,No,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,No
343-6374,CA,124,C408,Yes,No,0,244.6,89,41.58,188.8,80,16.05,206,114,9.27,11.3,4,3.05,1,No
385-8730,NM,122,C408,No,Yes,23,134.2,85,22.81,227.3,132,19.32,122.4,96,5.51,8.5,2,2.3,2,No
393-7892,NE,37,C408,Yes,Yes,39,149.7,122,25.45,211.1,75,17.94,114.3,90,5.14,9.2,4,2.48,1,No
407-6748,SC,90,C408,No,Yes,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1,No
341-4463,CO,159,C408,Yes,No,0,257.1,53,43.71,312.2,127,26.54,183,82,8.24,8.8,6,2.38,1,Yes
351-2587,DE,148,C415,No,No,0,124.4,83,21.15,179.7,81,15.27,253,99,11.39,11.3,6,3.05,0,No
421-9752,OH,39,C415,No,Yes,36,141.7,121,24.09,232.3,113,19.75,222.1,131,9.99,12,5,3.24,1,No
356-4001,MS,77,C408,No,No,0,230,87,39.1,103.2,138,8.77,309.6,136,13.93,11.3,3,3.05,2,No
328-9869,OK,194,C408,No,No,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0,No
343-5709,CO,154,C415,No,No,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,Yes
334-1872,NC,112,C415,No,No,0,193.3,96,32.86,264.1,123,22.45,128.6,115,5.79,9.1,3,2.46,4,No
350-1040,MD,45,C415,No,No,0,78.2,127,13.29,253.4,108,21.54,255,100,11.48,18,3,4.86,1,No
369-3214,KS,132,C415,No,No,0,83.4,110,14.18,232.2,137,19.74,146.7,114,6.6,7.6,5,2.05,1,No
385-6778,MA,128,C415,No,No,0,195.6,99,33.25,267.8,120,22.76,164.9,76,7.42,16,2,4.32,0,No
383-7689,NC,135,C415,No,No,0,201.8,81,34.31,225,114,19.13,204.4,82,9.2,10.3,6,2.78,1,No
385-5722,NM,56,C408,No,No,0,197,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,No
357-1909,CA,151,C415,Yes,No,0,218,57,37.06,114.4,88,9.72,269.2,95,12.11,12.4,1,3.35,0,Yes
364-3567,NY,32,C415,No,No,0,164.8,98,28.02,229.9,96,19.54,167.3,108,7.53,14.8,2,4,2,No
422-4241,AZ,90,C415,No,No,0,179.2,77,30.46,210.7,99,17.91,276.9,58,12.46,9.2,6,2.48,2,No
370-2957,SD,87,C415,No,Yes,21,214,113,36.38,180,114,15.3,134.5,82,6.05,10.6,5,2.86,0,No
329-6562,DC,138,C415,No,No,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,No
363-3515,ND,79,C408,No,No,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,No
374-7787,MO,95,C415,Yes,No,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,Yes
345-2931,KS,127,C415,No,No,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,No
373-5732,SD,137,C510,No,No,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,3,No
348-7437,OK,97,C415,No,No,0,151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1,No
332-9460,OR,149,C415,Yes,No,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,No
355-6531,IN,117,C415,Yes,Yes,22,196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1,No
336-9390,OH,84,C408,No,No,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,2,No
346-8581,KS,137,C415,No,No,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,No
363-8824,CT,99,C415,No,No,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,No
353-3351,NH,54,C510,No,No,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,No
360-4320,WI,85,C415,No,No,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,No
417-6252,MS,150,C510,No,No,0,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,No
393-4949,WV,43,C415,No,No,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,No
401-3156,MA,35,C415,No,No,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,No
338-6283,MD,98,C415,No,No,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,No
352-9017,PA,112,C510,No,No,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,No
405-5305,WI,16,C510,No,No,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,Yes
376-9249,TN,98,C415,No,Yes,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,No
339-7139,TX,84,C408,No,No,0,138.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,0,No
328-6011,OR,94,C415,No,No,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,Yes
378-1303,IL,84,C510,No,No,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,No
402-5155,DC,66,C415,No,No,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,Yes
333-5430,GA,98,C415,No,Yes,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,No
365-9696,ID,74,C415,No,No,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,No
410-4023,UT,96,C408,No,Yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,No
411-7649,KY,119,C510,No,No,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,No
338-4065,OH,73,C415,No,No,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,No
421-9401,WI,92,C415,Yes,No,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,No
343-9658,IL,21,C415,No,No,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,No
332-5521,DE,122,C510,No,No,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,Yes
349-4369,RI,133,C510,Yes,No,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,No
351-4288,TX,145,C415,No,No,0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,No
422-5874,OR,25,C408,No,No,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,No
396-2324,NV,64,C415,No,No,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,No
416-5662,NE,85,C415,No,No,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,No
363-9663,MS,126,C415,No,No,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,No
410-9477,OR,76,C415,No,No,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,No
352-4418,DE,113,C415,No,No,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,Yes
361-6563,DE,224,C510,Yes,No,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,Yes
417-4404,AZ,117,C408,No,No,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,No
372-8048,SD,128,C408,No,Yes,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,No
356-3646,NV,115,C415,No,No,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,No
351-9604,NM,141,C415,No,Yes,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,No
355-9581,MN,51,C510,No,No,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,No
396-5189,NJ,100,C415,No,No,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,No
356-9187,IN,96,C415,No,Yes,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,No
394-5537,DC,112,C415,No,Yes,16,221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05,1,No
408-2712,MA,129,C510,Yes,No,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,No
404-4486,ME,163,C415,No,No,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,No
355-1113,NH,67,C415,No,Yes,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,No
411-4674,AZ,140,C408,No,No,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,No
376-4519,OR,49,C510,No,No,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,No
365-5979,KS,46,C510,No,No,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,2,Yes
382-2879,NE,148,C415,No,No,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,No
420-1383,MI,112,C510,No,No,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,No
411-7390,SC,78,C415,No,No,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,2,No
